main_commit	main_feature_or_fix	comparison	files_at_commit	same_as_current_main	different_from_current_main	files_needing_behavior_review	files_identical_to_current_main
2d156a83b96ebf2e4a9c6017251baad357ae6ab1	feat(shortcuts): copy active thread reference (#8994)	review-v2-path	20	12	8	apps/mobile/src/features/keyboard/hardwareKeyboardCommands.ts; apps/mobile/src/state/use-thread-selection.ts; apps/web/src/components/ChatView.tsx; apps/web/src/components/CommandPalette.tsx; apps/web/src/keybindings.test.ts; packages/contracts/src/keybindings.test.ts; packages/contracts/src/keybindings.ts; packages/shared/package.json	apps/mobile/modules/t3-native-controls/android/src/main/java/expo/modules/t3nativecontrols/T3KeyboardCommandsModule.kt; apps/mobile/modules/t3-native-controls/expo-module.config.json; apps/mobile/modules/t3-native-controls/ios/T3KeyboardCommandsModule.swift; apps/mobile/src/features/keyboard/HardwareKeyboardCommandProvider.tsx; apps/mobile/src/lib/copyTextWithHaptic.test.ts; apps/mobile/src/lib/copyTextWithHaptic.ts; apps/mobile/src/native/T3KeyboardCommands.android.tsx; apps/server/src/keybindings.test.ts; docs/user/keybindings.md; packages/shared/src/keybindings.ts; packages/shared/src/threadReference.test.ts; packages/shared/src/threadReference.ts
b5b6abb11e61ad2c9946b8d1346653c6c43d2261	fix(web): block type-to-focus behind open dialogs (#8139)	review-v2-path	1	0	1	apps/web/src/components/ChatView.tsx	
9dbdcece5f488c66f6b9ac516b610f45bbbb676a	fix(web): align un-settle banner action (#9033)	identical-final-files	1	1	0		apps/web/src/components/chat/ComposerBannerStack.tsx
b883fc066ea5c9bebbe1c3e9b4bc2471aab3685f	perf(client-runtime): halve server config bootstrap traffic (#8367)	review-v2-path	20	11	9	apps/web/src/connection/runtime.ts; packages/client-runtime/src/connection/registry.test.ts; packages/client-runtime/src/operations/commands.test.ts; packages/client-runtime/src/rpc/client.ts; packages/client-runtime/src/state/server.ts; packages/client-runtime/src/state/shell-sync.test.ts; packages/client-runtime/src/state/threads-pagination.test.ts; packages/client-runtime/src/state/threads-sync.test.ts; packages/client-runtime/src/state/vcsAction.test.ts	apps/web/src/cloud/linkEnvironment.test.ts; packages/client-runtime/src/connection/layer.ts; packages/client-runtime/src/connection/supervisor.test.ts; packages/client-runtime/src/rpc/client.test.ts; packages/client-runtime/src/rpc/session.test.ts; packages/client-runtime/src/rpc/session.ts; packages/client-runtime/src/state/pullRequests.test.ts; packages/client-runtime/src/state/server.test.ts; packages/client-runtime/src/state/serverConfigProjection.ts; packages/client-runtime/src/state/sourceControl.test.ts; packages/client-runtime/src/state/vcs.test.ts
e86604d3372acccd9f6a33a2c4ae46f4e2685541	perf(server): skip full-message reads while streaming (#9032)	review-v2-path	5	2	3	apps/server/src/orchestration/Layers/ProjectionPipeline.test.ts; apps/server/src/orchestration/Layers/ProjectionPipeline.ts; apps/server/src/persistence/Services/ProjectionThreadMessages.ts	apps/server/src/persistence/Layers/ProjectionThreadMessages.test.ts; apps/server/src/persistence/Layers/ProjectionThreadMessages.ts
3c73fa7ce02b7ee6b2904ec58e47c06262aebf5d	perf(web): defer pull request line stats until visible (#6471)	review-v2-path	5	4	1	apps/web/src/routes/_chat.pull-requests.tsx	apps/web/src/components/pullRequest/PullRequestRow.tsx; apps/web/src/components/pullRequest/pullRequestList.logic.test.ts; apps/web/src/components/pullRequest/pullRequestList.logic.ts; apps/web/src/state/pullRequests.ts
62d39bf00d5ddd83a9b36a81321fe9aa4d2502bb	fix(server): stop OpenCode child sessions (#9005)	review-v2-path	3	1	2	apps/server/src/provider/Layers/OpenCodeAdapter.test.ts; apps/server/src/provider/Layers/OpenCodeAdapter.ts	docs/user/providers-opencode.md
8b033de48247086c1b6c6968ce7cf33b358a1ec5	fix(clients): dedupe skills in composer menus (#8043)	identical-final-files	5	5	0		apps/mobile/src/features/threads/use-composer-command-menu.ts; apps/web/src/providerSkillSearch.test.ts; apps/web/src/providerSkillSearch.ts; packages/client-runtime/src/providerSkills.test.ts; packages/client-runtime/src/providerSkills.ts
f32f9a2f41342bf8a1a109d6ebe9b70044c5311b	fix(server): settle threads server-side (#8600)	review-v2-path	55	17	38	apps/desktop/src/settings/DesktopClientSettings.test.ts; apps/mobile/src/features/home/HomeScreen.tsx; apps/mobile/src/features/home/useThreadListActions.ts; apps/mobile/src/features/threads/ThreadNavigationSidebar.tsx; apps/mobile/src/features/threads/thread-list-v2-items.tsx; apps/mobile/src/features/threads/threadListV2.test.ts; apps/mobile/src/features/threads/threadListV2.ts; apps/server/integration/OrchestrationEngineHarness.integration.ts; apps/server/src/environment/ServerEnvironment.ts; apps/server/src/orchestration/Layers/OrchestrationEngine.test.ts; apps/server/src/orchestration/Layers/OrchestrationEngine.ts; apps/server/src/orchestration/Layers/OrchestrationReactor.test.ts; apps/server/src/orchestration/Layers/OrchestrationReactor.ts; apps/server/src/orchestration/Layers/ProviderCommandReactor.test.ts; apps/server/src/orchestration/Layers/ProviderCommandReactor.ts; apps/server/src/orchestration/ThreadSettlementReactor.test.ts; apps/server/src/orchestration/ThreadSettlementReactor.ts; apps/server/src/orchestration/decider.ts; apps/server/src/persistence/Layers/OrchestrationEventStore.ts; apps/server/src/persistence/Services/OrchestrationEventStore.ts; apps/server/src/server.test.ts; apps/server/src/server.ts; apps/server/src/ws.ts; apps/web/src/components/ChatView.tsx; apps/web/src/components/Sidebar.logic.ts; apps/web/src/components/Sidebar.tsx; apps/web/src/components/chat/ChatHeader.tsx; apps/web/src/components/settings/SettingsPanels.tsx; apps/web/src/components/settings/settingsSearch.test.ts; apps/web/src/components/settings/settingsSearch.ts; apps/web/src/hooks/useThreadActionMenu.ts; apps/web/src/hooks/useThreadActions.ts; docs/internals/overview.md; packages/client-runtime/src/state/threadSettled.ts; packages/contracts/src/environment.ts; packages/contracts/src/orchestration.ts; packages/contracts/src/settings.test.ts; packages/contracts/src/settings.ts	apps/mobile/src/features/settings/SettingsRouteScreen.tsx; apps/mobile/src/persistence/mobile-preferences.ts; apps/server/src/git/GitManager.test.ts; apps/server/src/git/GitManager.ts; apps/server/src/orchestration/Errors.ts; apps/server/src/orchestration/ThreadSettlementPolicy.test.ts; apps/server/src/orchestration/ThreadSettlementPolicy.ts; apps/server/src/orchestration/decider.settled.test.ts; apps/server/src/serverSettings.test.ts; apps/web/src/components/ThreadStatusIndicators.test.ts; apps/web/src/components/settings/useAvailableSettingsSearchItems.ts; apps/web/src/hooks/useNowMinute.ts; apps/web/src/hooks/useSettings.test.ts; apps/web/src/hooks/useSettings.ts; docs/user/thread-sidebar.md; packages/client-runtime/src/state/threadSettled.test.ts; packages/client-runtime/src/state/threadSnoozed.test.ts
7e4ce3bbb16c3cfa1ea756de917d8f9398e5999e	perf(server): cut chatty tool-update frames by 90% (#8368)	review-v2-path	5	0	5	apps/server/src/orchestration/ActivityPayloadProjection.ts; apps/server/src/orchestration/ThreadLiveEventCoalescer.test.ts; apps/server/src/orchestration/ThreadLiveEventCoalescer.ts; apps/server/src/server.test.ts; apps/server/src/ws.ts	
8f1ef8b9eb72ac6cd8510364608e01dc7febf9c1	perf(server): scan only appended transcript bytes for usage summaries (#9024)	identical-final-files	6	6	0		apps/server/src/usage/UsageService.test.ts; apps/server/src/usage/UsageService.ts; apps/server/src/usage/usageScanCache.test.ts; apps/server/src/usage/usageScanCache.ts; apps/server/src/usage/usageTranscriptReader.test.ts; apps/server/src/usage/usageTranscriptReader.ts
0bfb6df34b26dfe0162db6c09dca00bc8c5a5ec4	perf(server): cut idle CPU use and stop provider event leaks (#8187)	review-v2-path	19	11	8	apps/server/src/orchestration/Layers/ProviderRuntimeIngestion.test.ts; apps/server/src/orchestration/Layers/ProviderRuntimeIngestion.ts; apps/server/src/provider/Layers/OpenCodeAdapter.test.ts; apps/server/src/provider/Layers/OpenCodeAdapter.ts; apps/server/src/provider/acp/AcpNativeLogging.ts; apps/server/src/vcs/GitVcsDriverCore.ts; packages/effect-acp/src/protocol.test.ts; packages/effect-acp/src/protocol.ts	apps/server/src/project/RepositoryIdentityResolver.test.ts; apps/server/src/project/RepositoryIdentityResolver.ts; apps/server/src/provider/Layers/EventNdjsonLogger.test.ts; apps/server/src/provider/Layers/EventNdjsonLogger.ts; apps/server/src/provider/acp/AcpNativeLogging.test.ts; apps/server/src/resourceTelemetry/NativeTelemetryClient.test.ts; apps/server/src/resourceTelemetry/NativeTelemetryClient.ts; docs/internals/resource-telemetry.md; native/resource-monitor/src/main.rs; packages/effect-codex-app-server/src/protocol.test.ts; packages/effect-codex-app-server/src/protocol.ts
a9ffb8279614df6ae2f1f4b7f09a0dc42edef797	perf(server): bound snapshot activity payload memory (#9000)	review-v2-path	5	0	5	apps/server/src/orchestration/ActivityPayloadProjection.test.ts; apps/server/src/orchestration/ActivityPayloadProjection.ts; apps/server/src/orchestration/Layers/ProjectionSnapshotQuery.test.ts; apps/server/src/orchestration/Layers/ProjectionSnapshotQuery.ts; apps/server/src/orchestration/Services/ProjectionSnapshotQuery.ts	
73776d4e52087331245e82ebf3c053ae0991935d	test: remove static presentation snapshots (#9008)	identical-final-files	2	2	0		apps/mobile/src/lib/typography.test.ts; apps/web/src/components/ui/menu.test.tsx
0947c30e6946b2ad6d6cd518fd44292e75e834e8	fix(client): use package import for markdown image helpers (#9010)	review-v2-path	1	0	1	packages/client-runtime/src/work-log/presentation.ts	
ce71c04f0aa9d2e5cd340e2a04cb1b0d5e24419d	feat(client): render viewed images in work logs (#8936)	review-v2-path	7	2	5	apps/mobile/src/features/threads/ThreadFeed.tsx; apps/web/src/components/chat/MessagesTimeline.logic.ts; apps/web/src/components/chat/MessagesTimeline.tsx; packages/client-runtime/src/work-log/presentation.test.ts; packages/client-runtime/src/work-log/presentation.ts	apps/mobile/src/features/threads/thread-work-log.tsx; apps/web/src/components/ChatMarkdown.tsx
ff93aba61dc1f7839713580bc8ee08da2a395f9a	feat(web): search individual settings by detail (#8831)	review-v2-path	19	12	7	apps/web/src/components/CommandPalette.logic.test.ts; apps/web/src/components/CommandPalette.logic.ts; apps/web/src/components/CommandPalette.tsx; apps/web/src/components/settings/SettingsPanels.tsx; apps/web/src/components/settings/SettingsSidebarNav.tsx; apps/web/src/components/settings/settingsSearch.test.ts; apps/web/src/components/settings/settingsSearch.ts	apps/web/src/components/settings/ConnectionsSettings.tsx; apps/web/src/components/settings/ProviderSettingsPanel.environment.test.tsx; apps/web/src/components/settings/ProviderSettingsPanel.logic.test.ts; apps/web/src/components/settings/ProviderSettingsPanel.logic.ts; apps/web/src/components/settings/ProviderSettingsPanel.tsx; apps/web/src/components/settings/SourceControlSettings.tsx; apps/web/src/components/settings/SourceControlWritingSettings.tsx; apps/web/src/components/settings/ThemeSettings.tsx; apps/web/src/components/settings/settingsLayout.tsx; apps/web/src/components/settings/useAvailableSettingsSearchItems.ts; apps/web/src/lib/utils.ts; docs/user/keybindings.md
d35c71d1b975660ec6a71bbceb6aa7dfd0e8c3d5	feat(web): add pull request list filters (#8809)	review-v2-path	7	6	1	apps/web/src/routes/_chat.pull-requests.tsx	apps/web/src/components/pullRequest/PullRequestListFilters.test.tsx; apps/web/src/components/pullRequest/PullRequestListFilters.tsx; apps/web/src/components/pullRequest/PullRequestRow.tsx; apps/web/src/components/pullRequest/PullRequestSummaryTab.tsx; apps/web/src/components/pullRequest/pullRequestList.logic.ts; docs/user/source-control.md
b17cc3d1bf0f4a5deee6dd6a470e36970b864a9b	perf(server): reduce frequency of full tool call output being loaded into memory from db (#8988)	review-v2-path	10	1	9	apps/server/src/orchestration/Layers/CheckpointReactor.ts; apps/server/src/orchestration/Layers/ProjectionPipeline.test.ts; apps/server/src/orchestration/Layers/ProjectionPipeline.ts; apps/server/src/orchestration/Layers/ProjectionSnapshotQuery.test.ts; apps/server/src/orchestration/Layers/ProjectionSnapshotQuery.ts; apps/server/src/orchestration/Layers/ProviderCommandReactor.ts; apps/server/src/orchestration/Layers/ProviderRuntimeIngestion.ts; apps/server/src/orchestration/Services/ProjectionSnapshotQuery.ts; apps/server/src/persistence/Services/ProjectionThreadActivities.ts	apps/server/src/persistence/Layers/ProjectionThreadActivities.ts
42a8fd5103b4af57b16be721a9864ca3a5c18c5b	feat(pull-requests): link GitHub references in markdown (#8812)	identical-final-files	5	5	0		apps/web/src/components/ChatMarkdown.tsx; apps/web/src/components/pullRequest/PullRequestDetailPanel.tsx; apps/web/src/components/pullRequest/PullRequestMarkdown.tsx; apps/web/src/components/pullRequest/pullRequestMarkdown.logic.ts; apps/web/src/vendor/mdast-find-and-replace.ts
c78ae50a5a5fdf8f42d0aaa0103b26ee836f0cfc	fix(server): isolate remote web session cookies (#8085)	review-v2-path	18	13	5	apps/server/src/bin.test.ts; apps/server/src/environment/ServerEnvironment.test.ts; apps/server/src/environment/ServerEnvironment.ts; apps/server/src/server.test.ts; apps/server/src/server.ts	apps/server/src/auth/EnvironmentAuth.test.ts; apps/server/src/auth/EnvironmentAuth.ts; apps/server/src/auth/EnvironmentAuthAdmin.test.ts; apps/server/src/auth/EnvironmentAuthPolicy.test.ts; apps/server/src/auth/EnvironmentAuthPolicy.ts; apps/server/src/auth/SessionStore.test.ts; apps/server/src/auth/SessionStore.ts; apps/server/src/auth/http.ts; apps/server/src/auth/utils.test.ts; apps/server/src/auth/utils.ts; apps/server/src/cli/connect.ts; apps/server/src/cli/pair.test.ts; docs/internals/remote.md
9ecfc07a8b3acadd1612665b6e24425f625480de	fix(chat): keep agent activity visible between actions (#8984)	review-v2-path	4	0	4	apps/web/src/components/chat/MessagesTimeline.logic.test.ts; apps/web/src/components/chat/MessagesTimeline.logic.ts; apps/web/src/components/chat/MessagesTimeline.test.tsx; apps/web/src/components/chat/MessagesTimeline.tsx	
9bc7a56848eb7c7546605e54ff02c6abea176f96	feat(mobile): upload attachments while composing (#8978)	review-v2-path	23	17	6	apps/mobile/src/features/threads/NewTaskDraftScreen.tsx; apps/mobile/src/features/threads/ThreadComposer.tsx; apps/mobile/src/lib/projectThreadStartTurn.ts; apps/mobile/src/state/use-thread-composer-state.ts; apps/mobile/src/state/use-thread-outbox-drain.ts; docs/user/composer.md	apps/mobile/src/Stack.tsx; apps/mobile/src/components/ComposerAttachmentStrip.tsx; apps/mobile/src/features/cloud/CloudAuthProvider.test.ts; apps/mobile/src/features/cloud/CloudAuthProvider.tsx; apps/mobile/src/features/cloud/cloud-drafts.ts; apps/mobile/src/features/threads/use-project-actions.ts; apps/mobile/src/lib/attachmentUpload.test.ts; apps/mobile/src/lib/attachmentUpload.ts; apps/mobile/src/lib/composer-image-schema.ts; apps/mobile/src/lib/composerAttachmentUploadQueue.test.ts; apps/mobile/src/lib/composerAttachmentUploadQueue.ts; apps/mobile/src/lib/composerImages.ts; apps/mobile/src/state/composer-attachment-uploads.ts; apps/mobile/src/state/use-composer-drafts.test.ts; apps/mobile/src/state/use-composer-drafts.ts; apps/mobile/src/state/use-thread-outbox-drain.test.ts; docs/internals/connection-runtime.md
85b656ff300f71060ad6305c7e1e29a72b442ce9	style: format CodeRabbit configuration	identical-final-files	1	1	0		.coderabbit.yaml
0df043fd4eaa190eb491a3060836156eb0ae915e	Add auto_review configuration to coderabbit.yaml	identical-final-files	1	1	0		.coderabbit.yaml
17f00f60248374aafa2efb9b54ff08ce52e60a0a	feat(web): add expand/collapse all control to the files surface (#8889)	identical-final-files	3	3	0		apps/web/src/components/files/FileBrowserPanel.tsx; apps/web/src/components/files/fileTreeExpansion.test.ts; apps/web/src/components/files/fileTreeExpansion.ts
c50b0b4ef8d61ffe3de1cfa6249f906709f7da1f	fix(web): make WSL settings searchable (#8881)	review-v2-path	6	3	3	apps/web/src/components/settings/SettingsSidebarNav.tsx; apps/web/src/components/settings/settingsSearch.test.ts; apps/web/src/components/settings/settingsSearch.ts	apps/web/src/components/settings/ConnectionsSettings.logic.test.ts; apps/web/src/components/settings/ConnectionsSettings.logic.ts; apps/web/src/components/settings/ConnectionsSettings.tsx
929f7e6479d00754dee4e4554b24b25478b8064d	fix(shared): preserve Windows shell PATH priority (#8748)	identical-final-files	2	2	0		packages/shared/src/shell.test.ts; packages/shared/src/shell.ts
41adccc83e819c286dcdf32cd8b5f55af8bb0b49	fix(server): allow long thread IDs in HTTP routes (#8898)	review-v2-path	2	0	2	apps/server/src/server.test.ts; apps/server/src/server.ts	
f8e4accf27415eb9f7f4106087d2a1b0186d66b9	feat(mobile): add native image and PDF previews (#8959)	review-v2-path	26	22	4	apps/mobile/src/features/threads/NewTaskDraftScreen.tsx; apps/mobile/src/features/threads/ThreadComposer.tsx; apps/mobile/src/features/threads/ThreadFeed.tsx; docs/user/composer.md	apps/mobile/app.config.ts; apps/mobile/modules/t3-native-controls/ios/T3NativeControlsModule.swift; apps/mobile/modules/t3-native-controls/ios/T3NativeFilePresentation.swift; apps/mobile/src/components/ComposerAttachmentStrip.tsx; apps/mobile/src/components/FilePreview.ios.tsx; apps/mobile/src/components/FilePreview.tsx; apps/mobile/src/components/FilePreviewModal.tsx; apps/mobile/src/components/VideoPreviewModal.ios.tsx; apps/mobile/src/components/VideoPreviewModal.tsx; apps/mobile/src/components/VideoThumbnailImage.tsx; apps/mobile/src/features/files/ThreadFilesRouteScreen.tsx; apps/mobile/src/features/files/WorkspaceFileImagePreview.tsx; apps/mobile/src/features/review/ReviewCommentComposerSheet.tsx; apps/mobile/src/lib/composerFiles.test.ts; apps/mobile/src/lib/composerImages.ts; apps/mobile/src/lib/filePreview.test.ts; apps/mobile/src/lib/filePreview.ts; apps/mobile/src/lib/localAttachmentPreview.test.ts; apps/mobile/src/lib/localAttachmentPreview.ts; apps/mobile/src/lib/localVideoPreview.test.ts; apps/mobile/src/lib/localVideoPreview.ts; docs/internals/mobile-navigation.md
6d15c5bbc3f3c331a7466bb94c17413a35f7b659	fix(server): preserve usage cache outside walked roots (#8540)	identical-final-files	2	2	0		apps/server/src/usage/usageScanCache.test.ts; apps/server/src/usage/usageScanCache.ts
f47e74004af232f0e3df8dc10093601d1c2c3ea3	fix(web): prevent chat metadata overlap (#8851)	review-v2-path	3	0	3	apps/web/src/components/BranchToolbar.tsx; apps/web/src/components/BranchToolbarEnvModeSelector.tsx; apps/web/src/components/chat/ChatHeader.tsx	
31c1c5996f88e3acf1566adc11c9b51ac7561554	feat(mobile): add video playback with native iOS controls (#8919)	review-v2-path	37	29	8	apps/mobile/src/features/threads/NewTaskDraftScreen.tsx; apps/mobile/src/features/threads/ThreadComposer.tsx; apps/mobile/src/features/threads/ThreadFeed.tsx; apps/server/src/http.test.ts; apps/web/src/types.ts; docs/user/composer.md; packages/shared/package.json; pnpm-lock.yaml	apps/mobile/modules/t3-native-controls/ios/T3NativeControlsModule.swift; apps/mobile/modules/t3-native-controls/ios/T3NativePresentation.swift; apps/mobile/modules/t3-native-controls/ios/T3NativeVideoPresentation.swift; apps/mobile/package.json; apps/mobile/src/components/ComposerAttachmentStrip.tsx; apps/mobile/src/components/NativePresentation.ios.tsx; apps/mobile/src/components/NativePresentation.tsx; apps/mobile/src/components/VideoAttachmentMenu.tsx; apps/mobile/src/components/VideoAttachmentTile.tsx; apps/mobile/src/components/VideoPreviewModal.ios.tsx; apps/mobile/src/components/VideoPreviewModal.tsx; apps/mobile/src/components/VideoThumbnailImage.tsx; apps/mobile/src/lib/attachmentDownload.test.ts; apps/mobile/src/lib/attachmentDownload.ts; apps/mobile/src/lib/composerAttachmentFiles.ts; apps/mobile/src/lib/composerFiles.test.ts; apps/mobile/src/lib/composerImages.ts; apps/mobile/src/lib/localVideoPreview.test.ts; apps/mobile/src/lib/localVideoPreview.ts; apps/mobile/src/lib/shareFileFromSource.ios.ts; apps/mobile/src/lib/shareFileFromSource.ts; apps/mobile/src/lib/videoThumbnails.test.ts; apps/mobile/src/lib/videoThumbnails.ts; apps/mobile/src/state/use-composer-drafts.test.ts; apps/mobile/src/state/use-composer-drafts.ts; apps/server/src/http.ts; docs/internals/mobile-navigation.md; packages/shared/src/video.test.ts; packages/shared/src/video.ts
ef84bc9873a6c4565fbeb64dce3f552570e95a2d	fix(chat): smooth worktree setup status (#8922)	review-v2-path	16	2	14	apps/mobile/src/features/threads/NewTaskDraftScreen.tsx; apps/mobile/src/lib/threadActivity.test.ts; apps/mobile/src/lib/threadActivity.ts; apps/web/src/components/ChatView.logic.test.ts; apps/web/src/components/ChatView.logic.ts; apps/web/src/components/ChatView.tsx; apps/web/src/components/chat/ChatComposer.tsx; apps/web/src/components/chat/MessagesTimeline.logic.test.ts; apps/web/src/components/chat/MessagesTimeline.test.tsx; apps/web/src/components/chat/MessagesTimeline.tsx; apps/web/src/routes/_chat.draft.$draftId.tsx; apps/web/src/session-logic.test.ts; apps/web/src/session-logic.ts; packages/client-runtime/src/work-log/presentation.ts	apps/mobile/src/features/threads/thread-work-log.tsx; apps/web/src/components/chat/timelineScrollAnchoring.ts
4a9d2d0ced2a2b899dbee9e4a5162fd83f81edb8	chore(deps): bump Electron to 43.4.1 (#8626)	review-v2-path	4	3	1	pnpm-lock.yaml	apps/desktop/package.json; apps/desktop/src/preview/BrowserSession.test.ts; apps/desktop/src/preview/BrowserSession.ts
5ce92c2f192040bf77c0211fa33bf03c74c031ef	fix(mobile): shimmer active tool rows (#8932)	review-v2-path	3	1	2	apps/mobile/src/lib/threadActivity.test.ts; apps/mobile/src/lib/threadActivity.ts	apps/mobile/src/features/threads/thread-work-log.tsx
35da5813315dc4e0c20602ed1918ceccc916b7eb	fix(web): show scrollbar for wide markdown tables (#8868)	identical-final-files	1	1	0		apps/web/src/components/ChatMarkdown.tsx
038bf3739b871a56b2defdb09605344801448ced	Delete app.json (#8934)	identical-final-files	1	1	0		app.json
4e8e64fc065a4a72535eee5fe60b689f5b48d35c	chore: disable CodeRabbit review status (#8933)	identical-final-files	1	1	0		.coderabbit.yaml
746c932e164d49ddb4ac98a42176194b11bf0699	fix(mobile): defer draft navigation until submission completes (#8914)	review-v2-path	1	0	1	apps/mobile/src/features/threads/NewTaskDraftScreen.tsx	
bba79cc254b65969bde6b6bfc3032c3b5b9316ae	fix(web): hide invalid slash skill completions (#8904)	review-v2-path	3	2	1	apps/web/src/components/chat/ChatComposer.tsx	apps/web/src/components/chat/composerSlashCommandSearch.test.ts; apps/web/src/components/chat/composerSlashCommandSearch.ts
2921050c698fb195e2f5590b7cfab8fdfe0ec729	fix(contracts): accept CLI event origins (#8905)	review-v2-path	2	0	2	apps/server/src/persistence/Layers/OrchestrationEventStore.test.ts; packages/contracts/src/baseSchemas.ts	
ad38700ac678b8c8a0310d434a44d94a7ee6a47f	chore(macroscope): review diagnostic overrides (#8917)	identical-final-files	2	2	0		.macroscope/approvability.md; .macroscope/check-run-agents/effect-service-conventions.md
f86c5e8c8700b76250ed1073700a5b9db47e2d57	fix(server): skip IDE detection in Claude probes (#8634)	identical-final-files	2	2	0		apps/server/src/provider/Layers/ClaudeCapabilitiesProbe.test.ts; apps/server/src/provider/Layers/ClaudeProvider.ts
9b2d04317c68233782e0630464ac86d77d0686f3	fix(mobile): replace Callstack glass with Expo glass (#8862)	review-v2-path	5	4	1	pnpm-lock.yaml	apps/mobile/package.json; apps/mobile/src/features/threads/GitActionProgressOverlay.tsx; apps/mobile/src/features/threads/floating-working-control.tsx; docs/user/mobile-appearance.md
e9c4775e8738381140af4e5248507b15fc1cd491	fix(web): mark pull request links as external (#8856)	identical-final-files	1	1	0		apps/web/src/components/pullRequest/PullRequestDetailPanel.tsx
3958111057c10c10350dd9c20ec2a2df00f504be	fix(preview): improve browser recording quality (#8839)	review-v2-path	15	8	7	apps/desktop/src/settings/DesktopClientSettings.test.ts; apps/web/src/components/settings/SettingsPanels.tsx; apps/web/src/components/settings/settingsSearch.test.ts; apps/web/src/components/settings/settingsSearch.ts; packages/contracts/src/ipc.ts; packages/contracts/src/settings.test.ts; packages/contracts/src/settings.ts	apps/desktop/src/ipc/methods/preview.ts; apps/desktop/src/preview/Manager.test.ts; apps/desktop/src/preview/Manager.ts; apps/web/src/browser/browserRecording.test.ts; apps/web/src/browser/browserRecording.ts; apps/web/src/components/settings/IntegrationsSettings.tsx; apps/web/src/components/settings/SettingsPanels.logic.test.ts; apps/web/src/components/settings/SettingsPanels.logic.ts
3f62e6fa65c2a2a91a367be4ee95da1b50007bde	fix(web): widen sync banners and simplify the working timer (#8855)	review-v2-path	4	0	4	apps/web/src/components/ChatView.tsx; apps/web/src/components/chat/ChatComposer.tsx; apps/web/src/components/chat/MessagesTimeline.tsx; docs/user/composer.md	
9842518c9a0af14fb3a3e90993692a6e34032682	fix(web): address composer banner review follow-ups (#8850)	review-v2-path	10	6	4	apps/web/src/components/ChatView.tsx; apps/web/src/components/chat/ChatComposer.tsx; apps/web/src/components/chat/ComposerPendingUserInputPanel.tsx; docs/user/composer.md	apps/web/src/components/chat/ComposerBanner.tsx; apps/web/src/components/chat/ComposerBannerStack.tsx; apps/web/src/components/chat/ComposerServerUpdateStatus.tsx; apps/web/src/components/chat/ComposerStashMenu.tsx; apps/web/src/components/chat/ComposerSurface.tsx; apps/web/src/components/chat/ComposerTasksBadge.tsx
30175a8af04c0daa359652b5e8dc8230b40b462a	fix(web): restore unified activity logs and composer banners (#8734)	review-v2-path	33	17	16	apps/web/src/components/BranchToolbar.tsx; apps/web/src/components/ChatView.logic.test.ts; apps/web/src/components/ChatView.logic.ts; apps/web/src/components/ChatView.tsx; apps/web/src/components/chat/ChatComposer.tsx; apps/web/src/components/chat/ComposerPendingApprovalPanel.tsx; apps/web/src/components/chat/ComposerPendingUserInputPanel.tsx; apps/web/src/components/chat/MessagesTimeline.logic.test.ts; apps/web/src/components/chat/MessagesTimeline.logic.ts; apps/web/src/components/chat/MessagesTimeline.test.tsx; apps/web/src/components/chat/MessagesTimeline.tsx; apps/web/src/index.css; apps/web/src/session-logic.test.ts; apps/web/src/session-logic.ts; apps/web/src/versionSkew.test.ts; apps/web/src/versionSkew.ts	apps/web/src/components/chat/ComposerActivityStatus.tsx; apps/web/src/components/chat/ComposerBanner.tsx; apps/web/src/components/chat/ComposerBannerStack.test.tsx; apps/web/src/components/chat/ComposerBannerStack.tsx; apps/web/src/components/chat/ComposerCommandMenu.test.tsx; apps/web/src/components/chat/ComposerCommandMenu.tsx; apps/web/src/components/chat/ComposerPlanFollowUpBanner.tsx; apps/web/src/components/chat/ComposerServerUpdateStatus.tsx; apps/web/src/components/chat/ComposerStashBadge.test.tsx; apps/web/src/components/chat/ComposerStashBadge.tsx; apps/web/src/components/chat/ComposerStashMenu.test.tsx; apps/web/src/components/chat/ComposerStashMenu.tsx; apps/web/src/components/chat/ComposerSurface.tsx; apps/web/src/components/chat/ComposerTasksBadge.test.tsx; apps/web/src/components/chat/ComposerTasksBadge.tsx; apps/web/src/components/chat/ThreadSyncStatusPill.test.tsx; apps/web/src/components/chat/ThreadSyncStatusPill.tsx
f9137a0c89f6190d27813bb46dbb6d1bb796f080	fix(mobile): map native menu icon colors explicitly	identical-final-files	1	1	0		apps/mobile/src/components/ControlPill.tsx
